Domain,Having_IP,Have_At_Sign,URL_Length,URL_Depth,Redirection,HTTP_Domain,Tiny_URL,Prefix_Suffix,Iframe,Mouse_Over,Right_Click,Forwarding,Label
bestconferenceline.com,0,0,1,2,0,0,0,0,1,1,1,1,phishing
sriaishwaryaconstruction.com,0,0,0,1,0,0,0,0,1,1,1,1,phishing
betasusguncelgir.blogspot.com,0,0,0,0,0,0,1,0,0,0,1,0,phishing
secure.runescape.com-rs.me,0,0,0,0,0,0,0,1,1,1,1,1,phishing
equipmentrentals.pofi.co.in,0,0,1,4,0,0,0,0,1,1,1,1,phishing
forms.office.com,0,0,1,2,0,0,0,0,0,0,1,0,phishing
icloud.com.support-careplus.com,0,0,0,0,0,0,0,1,1,1,1,1,phishing
cogimodule.com,0,0,1,7,0,0,0,0,1,1,1,1,phishing
firebasestorage.googleapis.com,0,1,1,5,0,0,1,0,0,0,1,0,phishing
userxagent98ngnixubu.ga,0,0,0,2,0,0,0,0,1,1,1,1,phishing
decompress323.ga,0,0,1,2,0,0,0,0,1,1,1,1,phishing
email302.com,0,0,1,6,0,0,0,0,1,1,1,1,phishing
wazzpromo.com,0,0,0,2,0,0,0,0,1,1,1,1,phishing
tricolor-tungsten-buckthornpepperberry.glitch.me,0,0,1,0,0,0,0,1,0,0,1,0,phishing
email302.com,0,0,1,6,0,0,0,0,1,1,1,1,phishing
kenovel.store,0,0,0,2,0,0,0,0,1,1,1,1,phishing
forms.office.com,0,0,1,2,0,0,0,0,0,0,1,0,phishing
videosfacebook.today,0,0,1,2,0,0,0,0,1,1,1,1,phishing
myozhost.com,0,0,0,2,0,0,1,0,0,0,1,0,phishing
ing-mobile.app,0,0,0,1,0,0,0,1,1,1,1,1,phishing
forms.gle,0,0,0,1,0,0,0,0,0,0,1,0,phishing
ss.icloud.co.ua,0,0,0,0,0,0,0,0,1,1,1,1,phishing
alertasynotificaciiones-banccolombiia.zz.com.ve,0,0,1,0,0,0,0,1,0,0,1,0,phishing
email.comcast.lepanto.mobi,0,0,1,2,0,0,0,0,1,1,1,1,phishing
accounts.google.com,0,0,1,1,1,0,1,0,0,0,1,0,phishing
civilcontractorsinmumbai.in,0,0,1,3,0,0,0,0,1,1,1,1,phishing
secure.runescape.com-en.ru,0,0,1,2,0,0,0,1,1,1,1,1,phishing
pmasc.co.uk,0,0,0,4,0,0,0,0,1,1,1,1,phishing
streck.com.br,0,0,0,4,0,0,0,0,0,0,1,0,phishing
309ho.app.link,0,0,0,1,0,0,0,0,0,0,1,0,phishing
pabloescobal.com,0,0,0,2,0,0,0,0,1,1,1,1,phishing
sia.cv,0,0,0,3,0,0,0,0,0,0,1,0,phishing
meliskuris.com,0,0,0,2,0,0,0,0,0,0,1,0,phishing
cekilisciniz.net,0,0,0,1,0,0,0,0,1,1,1,1,phishing
mvkoptfree.byethost5.com,0,0,0,0,0,0,0,0,0,0,1,0,phishing
centrototalsalud.cl,0,0,0,2,0,0,0,0,1,1,1,1,phishing
anjoe.com,0,0,0,3,0,0,0,0,0,0,1,0,phishing
kupelis.com,0,0,1,9,0,0,0,0,1,1,1,1,phishing
shimaarutechies.com,0,0,1,4,0,0,0,0,1,1,1,1,phishing
secure.bankofamerica.com-login-sign-in-signonv2screen.go.suzukihaiphong.com.vn,0,0,1,1,0,0,0,1,1,1,1,1,phishing
tptelecom.it,0,0,1,6,0,0,0,0,0,0,1,0,phishing
bravodigital.cloud,0,0,1,8,0,0,0,0,1,1,1,1,phishing
pg-series-atendimento.joomla.com,0,0,1,3,0,0,0,1,1,1,1,1,phishing
birrasalentoshop.it,0,0,1,6,0,0,0,0,1,1,1,1,phishing
couchpop.com,0,0,0,2,0,0,0,0,1,1,1,1,phishing
meylanbt.co.ke,0,0,1,2,0,0,1,0,0,0,1,0,phishing
venturegroupit.com,0,0,1,2,0,0,1,0,1,1,1,1,phishing
beautifulnessshine.com,0,0,0,1,0,0,0,0,1,1,1,1,phishing
snapchat.accounts.crimsonmart.com,0,0,0,1,0,0,1,0,1,1,1,1,phishing
dreamhouse.in.th,0,0,1,3,0,0,0,0,1,1,1,1,phishing
realchef.com.au,0,0,1,5,0,0,0,0,1,1,1,1,phishing
sicurezza-postepay.it,0,0,0,0,0,0,0,1,1,1,1,1,phishing
utechtextil.com.br,0,0,1,3,0,0,0,0,0,0,1,0,phishing
docs.google.com,0,0,1,5,0,0,0,0,0,0,1,0,phishing
justlookapp.com,0,0,1,7,0,0,0,0,1,1,1,1,phishing
go-tune.net,0,0,0,3,0,0,0,1,1,1,1,1,phishing
printerparts.co.ke,0,0,1,3,0,0,0,0,1,1,1,1,phishing
d2ob6ssuz1ej59.cloudfront.net,0,0,1,0,0,0,0,0,1,1,1,1,phishing
icreateafrica.com,0,1,1,2,0,0,0,0,0,0,1,0,phishing
saudeproturb.com,0,0,1,2,0,0,0,0,1,1,1,1,phishing
courgeon-immobilier.fr,0,0,1,7,0,0,0,1,0,0,1,0,phishing
settingg2019.wixsite.com,0,0,0,1,0,0,0,0,0,0,1,0,phishing
sigab.iainbukittinggi.ac.id,0,0,1,3,0,0,0,0,0,0,1,0,phishing
fortune-city-panvel.co,0,0,0,1,0,0,0,1,1,1,1,1,phishing
moonkahonda.com,0,0,1,6,0,0,0,0,0,0,1,0,phishing
barogaleria.com,0,1,1,5,0,0,0,0,0,0,1,0,phishing
docs.google.com,0,0,1,5,0,0,0,0,0,0,1,0,phishing
osool-eg.com,0,0,0,4,0,0,0,1,0,0,1,0,phishing
playarprint.com,0,0,1,2,0,0,1,0,1,1,1,1,phishing
alibaba.com.spatialsys.com.ru,0,0,0,2,0,0,0,0,1,1,1,1,phishing
provenancegifts.com,0,0,1,4,0,0,0,0,0,0,1,0,phishing
runtic.com.hr,0,0,0,1,0,0,0,0,1,1,1,1,phishing
docs.google.com,0,0,1,5,0,0,0,0,0,0,1,0,phishing
evernote.com,0,0,1,4,0,0,0,0,0,0,1,1,phishing
alaouiiii.blogspot.com,0,0,0,3,0,0,1,0,0,0,1,0,phishing
giftedewha.or.kr,0,0,1,6,0,0,0,0,1,1,1,1,phishing
netorgft2223515-my.sharepoint.com,0,0,1,5,0,0,1,1,0,0,1,0,phishing
zerbe-medien.com,0,0,0,2,0,0,0,1,0,0,1,0,phishing
dehkadenovin.com,0,0,1,3,0,0,0,0,1,1,1,1,phishing
1drv.ms,0,0,1,2,0,0,0,0,0,0,1,0,phishing
trr20200410010207145.domtemporario.com.br,0,0,0,1,0,0,0,0,1,1,1,1,phishing
adleer-ad.com,0,0,0,1,0,0,0,1,0,0,1,1,phishing
checkinitausecurity.com,0,0,0,1,0,0,0,0,1,1,1,1,phishing
sieck-kuehlsysteme.de,0,1,1,4,0,0,0,1,1,1,1,1,phishing
st-amu-cz.my-free.website,0,0,0,0,0,0,0,1,0,0,1,0,phishing
ww17.paypal.com-us.cgi-bin-webscr-cmd.login-submit-dispatch.74fghghs68g484iky4mn86we8r46d4h38df4b83m48hg3ui4ty82s83f4xcb83.themariettabilliardclub.com,0,0,1,5,0,0,0,1,1,1,1,1,phishing
aarohanclasses.in,0,0,0,1,0,0,0,0,0,0,1,0,phishing
korea-collagen.com,0,0,0,1,0,0,0,1,1,1,1,1,phishing
sevenargyle.com,0,1,1,3,0,0,0,0,0,0,1,0,phishing
livestudentccc-my.sharepoint.com,0,0,1,5,0,0,1,1,1,0,1,0,phishing
vitalsource.info,0,0,1,4,0,0,0,0,0,0,1,0,phishing
amex.alert.account.logogistics.com.au,0,0,1,2,0,0,0,0,1,1,1,1,phishing
engeim.com.br,0,0,0,3,0,0,0,0,0,0,1,0,phishing
hostiotics.com,0,0,0,3,0,0,0,0,1,1,1,1,phishing
alsapan-epi.com,0,0,1,4,0,0,0,1,1,1,1,1,phishing
u704893oyf.ha004.t.justns.ru,0,0,1,3,0,0,0,0,1,1,1,1,phishing
bodegalatinacorp-my.sharepoint.com,0,0,1,5,0,0,1,1,0,0,1,0,phishing
cotato24horasltaucard.com,0,0,0,1,0,0,0,0,1,1,1,1,phishing
sublimet.com,0,0,1,9,0,0,1,0,0,0,1,0,phishing
treeservicekalamazoo.net,0,0,0,2,0,0,0,0,1,1,1,1,phishing
oralomar.com,0,0,0,2,0,0,0,0,1,1,1,1,phishing
mehmetuyar.com,0,0,0,3,0,0,0,0,1,1,1,1,phishing
mandan.com.tr,0,0,0,2,0,0,0,0,0,0,1,0,phishing
bcpzonasegurabeta.viabcp.com.aelpk.com,0,0,1,2,0,0,0,0,1,1,1,1,phishing
acesso-portal.com,0,0,0,1,0,0,0,1,1,1,1,1,phishing
wriot-alternate.app.link,0,0,0,0,0,0,0,1,0,0,1,0,phishing
mncelektronik.com,0,0,1,7,0,0,0,0,1,1,1,1,phishing
enext.mn,0,0,0,3,0,0,0,0,0,0,1,0,phishing
phytoger.com,0,0,0,1,0,0,0,0,0,0,1,0,phishing
firebasestorage.googleapis.com,0,0,1,5,0,0,1,0,0,0,1,0,phishing
paxfulviet.com,0,0,0,0,0,0,1,0,1,1,1,1,phishing
honeysaienterprises.com,0,1,1,4,0,0,1,0,1,1,1,1,phishing
careeracademysb-my.sharepoint.com,0,0,1,5,0,0,1,1,0,0,1,0,phishing
enigreen.net,0,0,1,3,0,0,0,0,1,1,1,1,phishing
waverif.misecure.com,0,0,0,0,0,0,0,0,0,0,1,0,phishing
email.rbccm.streetcontxt.net,0,0,1,2,1,0,0,0,0,0,1,0,phishing
autorizador5.com.br,0,0,1,8,0,0,0,0,1,1,1,1,phishing
platinum.catalogoderecompensas.com.br,0,0,1,4,0,0,0,0,0,0,1,0,phishing
goldsubzehy.tk,0,0,1,4,0,0,0,0,1,1,1,1,phishing
appitau.agencia-digitals.com,0,0,0,0,0,0,0,1,1,1,1,1,phishing
mariavandana.com,0,0,0,1,0,0,0,0,0,0,1,0,phishing
maersklinesllc.dx.am,0,0,0,1,0,0,0,0,0,0,1,0,phishing
oceanvibes.com.au,0,0,1,3,0,0,0,0,1,1,1,1,phishing
easportslogin.com,0,0,0,1,0,0,0,0,1,1,1,1,phishing
oralco.co,0,0,1,5,0,0,0,0,1,1,1,1,phishing
datascientist-shop.fr,0,0,1,10,0,0,0,1,1,1,1,1,phishing
treasurechicks.com,0,0,1,6,0,0,0,0,0,0,1,0,phishing
aviationconsultantsworldwide.com,0,0,1,3,0,0,0,0,1,1,1,1,phishing
makemoneymonkey8888.xyz,0,0,1,7,0,0,0,0,1,1,1,1,phishing
gitlab.2nf.vn,0,0,0,2,0,0,0,0,1,1,1,1,phishing
i-m.mx,0,0,0,2,0,0,0,1,0,0,1,0,phishing
jiibli.muhamedkhalid.com,0,0,0,2,0,0,0,0,0,0,1,0,phishing
willchurchill.tv,0,1,1,5,0,0,0,0,0,0,1,0,phishing
cellidplus.com,0,0,0,5,0,0,0,0,1,1,1,1,phishing
itaucheckersecurity.com,0,0,1,1,0,0,0,0,1,1,1,1,phishing
curlboxman.com,0,0,1,2,0,0,0,0,1,1,1,1,phishing
dota2-money.com,0,0,0,0,0,0,0,1,1,1,1,1,phishing
onedrive.live.com,0,0,1,0,0,0,0,0,0,0,1,0,phishing
atlantabasecamp.com,0,0,1,3,0,0,0,0,1,1,1,1,phishing
kianpelleh.com,0,0,0,2,0,0,0,0,1,1,1,1,phishing
tkdtosanacademy.ir,0,0,1,5,0,0,0,0,0,0,1,0,phishing
enorma.is,0,0,1,7,0,0,0,0,0,0,1,0,phishing
share-relations.de,0,0,0,4,0,0,0,1,0,0,1,0,phishing
livestudentccc-my.sharepoint.com,0,0,1,5,0,0,1,1,1,0,1,0,phishing
thelogodept.com,0,0,1,6,0,0,1,0,0,0,1,0,phishing
oyplosreyes.com,0,0,1,7,0,0,0,0,1,1,1,1,phishing
livraisonspeed01.cloudaccess.host,0,0,1,4,0,0,0,0,1,1,1,1,phishing
didierpajot.com,0,0,0,1,0,0,1,0,0,0,1,0,phishing
pixel.baltic-dragon.ru,0,0,1,3,0,0,0,1,1,1,1,1,phishing
chat-whatsappku.hot1.shop,0,0,0,0,0,0,0,1,1,1,1,1,phishing
southcountyclassified.com,0,0,1,5,0,0,0,0,0,0,1,0,phishing
fidoprovider.com,0,0,1,6,0,0,0,0,1,1,1,1,phishing
betasussgir.blogspot.com,0,0,0,0,0,0,1,0,0,0,1,0,phishing
hojetem-ofertas.com,0,0,1,1,1,0,0,1,1,1,1,1,phishing
bit.ly,0,0,0,1,0,0,1,0,0,0,1,0,phishing
suesses-online.com,0,0,1,4,0,0,0,1,0,0,1,0,phishing
mekrolog.kl.com.ua,0,0,0,0,0,0,0,0,0,0,1,0,phishing
authsecurepagr.ir,0,0,0,2,0,0,0,0,1,1,1,1,phishing
turkmcse.com,0,0,0,2,0,0,0,0,1,1,1,1,phishing
bonobcp.aregistros.com,0,0,0,0,0,0,0,0,1,1,1,1,phishing
dzd.rksmb.org,0,0,1,5,0,0,1,0,1,1,1,1,phishing
sieck-kuehlsysteme.de,0,1,1,4,0,0,0,1,1,1,1,1,phishing
forms.office.com,0,0,1,2,0,0,0,0,0,0,1,0,phishing
newlocal.ru,0,0,0,0,0,0,0,0,1,1,1,1,phishing
myckck.in,0,0,0,1,0,0,0,0,1,1,1,1,phishing
swos2017.org,0,0,0,4,0,0,0,0,1,1,1,1,phishing
alpha-mail-server3.ns01.info,0,0,1,1,0,0,0,1,1,1,1,1,phishing
vmorefraud.com,0,0,0,4,0,0,0,0,1,1,1,1,phishing
ministeriodesalud.chubut.gov.ar,0,0,1,6,0,0,0,0,0,0,1,0,phishing
budgetbots.com,0,1,1,3,0,0,0,0,0,0,1,0,phishing
view.em.gamestop.com,0,0,0,0,0,0,0,0,0,0,1,0,phishing
mycarauctionad.com,0,0,0,1,0,0,0,0,1,1,1,1,phishing
ouraring-my.sharepoint.com,0,0,1,5,0,0,1,1,0,0,1,0,phishing
rebrand.ly,0,0,0,1,0,0,0,0,0,0,1,0,phishing
173.199.186.15,0,0,1,6,0,0,0,0,1,1,1,1,phishing
verifica-b-c-p.enlazaverifcador.com,0,0,1,1,0,0,0,1,1,1,1,1,phishing
alminarensemble.cl,0,0,0,2,0,0,0,0,1,1,1,1,phishing
mahimalife.com,0,0,0,2,0,0,0,0,0,0,1,0,phishing
update.troyvanspanje.com,0,0,1,1,0,0,0,0,1,1,1,1,phishing
119.28.179.179,0,0,0,1,0,0,0,0,1,1,1,1,phishing
advonationusa.com,0,0,1,5,0,0,0,0,1,1,1,1,phishing
fn-international.com,0,0,0,2,0,0,0,1,1,1,1,1,phishing
ulrc.go.ug,0,0,0,1,0,0,0,0,1,1,1,1,phishing
wetransfer-track-site2.ml,0,0,0,1,0,0,0,1,1,1,1,1,phishing
rinder.com.ar,0,0,0,2,0,0,0,0,0,0,1,0,phishing
fotoblad.com,0,0,0,4,0,0,0,0,0,0,1,0,phishing
okseurope.com,0,0,0,2,0,0,0,0,0,0,1,0,phishing
hotelcruz.es,0,1,0,0,1,0,0,0,1,1,1,1,phishing
my-three-support.com,0,0,0,0,0,0,1,1,1,1,1,1,phishing
soo.gd,0,0,0,1,0,0,0,0,1,1,1,1,phishing
uncommoncbd.com,0,0,0,2,0,0,0,0,0,0,1,0,phishing
inaceinox.pt,0,0,1,6,0,0,0,0,0,0,1,0,phishing
iptf.ir,0,0,1,4,0,0,0,0,1,1,1,1,phishing
csgoxfast.com,0,0,0,0,0,0,1,0,1,1,1,1,phishing
axersrl.it,0,0,0,1,0,0,0,0,0,0,1,0,phishing
i-dpd.pl,0,0,0,0,0,0,0,1,1,1,1,1,phishing
paypal.account.com.cuteideas.gr,0,0,1,1,0,0,1,0,1,1,1,1,phishing
americamega.net,0,0,1,2,0,0,0,0,1,1,1,1,phishing
division.dwr.go.th,0,1,1,7,0,0,0,0,0,0,1,0,phishing
it-services.my-free.website,0,0,0,0,0,0,0,1,0,0,1,0,phishing
suncityfoaminsulation.com,0,0,0,1,0,0,0,0,0,0,1,0,phishing
webloginnavigator-dewebkonto.cloud,0,0,1,4,0,0,0,1,1,1,1,1,phishing
imxprs.com,0,0,1,3,0,0,0,0,0,0,1,0,phishing
theingredients.net,0,0,0,2,0,0,0,0,0,0,1,0,phishing
shoptopsllc.com,0,0,1,3,0,0,0,0,1,1,1,1,phishing
trustveda.com,0,0,1,4,0,0,0,0,0,0,1,0,phishing
eliotecae-my.sharepoint.com,0,0,1,5,0,0,1,1,0,0,1,0,phishing
recoveryunispot6.cf,0,0,1,1,0,0,0,0,1,1,1,1,phishing
universidadeinternacional.com,0,0,1,3,0,0,0,0,1,1,1,1,phishing
deneyimli.blogcu.com,0,0,0,0,0,0,0,0,1,1,1,1,phishing
stolizaparketa.ru,0,0,1,7,0,0,0,0,1,0,1,1,phishing
tr.im,0,0,0,1,0,0,1,0,0,0,1,0,phishing
robertoseifert.com,0,1,1,2,0,0,1,0,1,1,1,1,phishing
betasus332.blogspot.com,0,0,0,0,0,0,1,0,0,0,1,0,phishing
smiles.al-wed.com,0,0,0,1,1,0,0,1,1,1,1,1,phishing
onedrivestoragedatayu.dns-cloud.net,0,0,0,1,0,0,0,1,1,1,1,1,phishing
lz5.1ee.myftpupload.com,0,0,1,2,0,0,0,0,0,0,1,0,phishing
toywatchofficial.icu,0,0,0,3,0,0,0,0,1,1,1,1,phishing
payu.okta-emea.com,0,0,1,2,0,0,0,1,0,0,1,0,phishing
appindia.co.in,0,0,1,6,0,0,0,0,0,0,1,0,phishing
hambihotelrestaurant.com,0,0,1,8,0,0,1,0,1,1,1,1,phishing
clinicavirgenasunta.com,0,0,0,1,0,0,0,0,1,1,1,1,phishing
onedrive.live.com,0,0,1,0,0,0,0,0,0,0,1,0,phishing
handle.booktobi.com,0,0,0,2,0,0,0,0,0,0,1,0,phishing
starmak.com.tr,0,0,1,1,0,0,0,0,0,0,1,0,phishing
ruasepicas.pt,0,0,1,1,0,0,1,0,1,1,1,1,phishing
7426fbe0d8676fde2cac756c0731ce57.udagwebspace.de,0,0,1,2,0,0,0,0,1,1,1,1,phishing
denser-recognition.000webhostapp.com,0,0,1,3,0,0,0,1,1,1,1,1,phishing
hitsem.com,0,0,1,1,0,0,0,0,0,0,1,0,phishing
clientportal.cb-cbnk.com,0,0,0,1,0,0,0,1,1,1,1,1,phishing
moeto10025.xyz,0,0,0,1,0,0,0,0,1,1,1,1,phishing
pixel.baltic-dragon.ru,0,0,0,2,0,0,0,1,1,1,1,1,phishing
betasus57.blogspot.com,0,0,0,0,0,0,1,0,0,0,1,0,phishing
justlookapp.com,0,0,1,7,0,0,0,0,1,1,1,1,phishing
night-kingdom.mysteria.cz,0,0,0,1,0,0,0,1,0,0,1,0,phishing
onedrive.live.com,0,0,1,1,0,0,0,0,0,0,1,0,phishing
klavze28.com,0,0,1,7,0,0,0,0,0,0,1,0,phishing
planwise.co.za,0,0,1,7,0,0,0,0,1,1,1,1,phishing
zohard.com,0,0,1,8,0,0,0,0,0,0,1,0,phishing
osool-eg.com,0,0,1,5,0,0,0,1,0,0,1,0,phishing
rebrand.ly,0,0,0,1,0,0,0,0,0,0,1,0,phishing
davidforrest.org,0,1,1,4,0,0,0,0,1,0,1,0,phishing
cheaproomsvalencia.com,0,0,1,5,0,0,0,0,1,1,1,1,phishing
danticlantern.co.za,0,0,0,4,0,0,0,0,1,1,1,1,phishing
transparency-page-business-secure.000webhostapp.com,0,0,1,1,0,0,0,1,1,1,1,1,phishing
paypal.ca.purchasekindle.com,0,0,1,3,0,0,0,0,0,0,1,0,phishing
docs.google.com,0,0,1,5,0,0,0,0,0,0,1,0,phishing
betasusturkiye.blogspot.com,0,0,0,0,0,0,1,0,0,0,1,0,phishing
projecthal.info,0,0,0,2,0,0,0,0,1,1,1,1,phishing
firebasestorage.googleapis.com,0,0,1,5,0,0,1,0,0,0,1,0,phishing
eskaton.it,0,0,0,2,0,0,0,0,0,0,1,0,phishing
digitalsystemsas.com,0,1,1,1,0,0,0,0,1,1,1,1,phishing
revenueemployementinterac.com,0,0,1,5,0,0,0,0,1,1,1,1,phishing
protourssoccer.com,0,0,1,6,0,0,0,0,0,0,1,0,phishing
sloaneandhyde.com,0,0,1,3,0,0,0,0,1,1,1,1,phishing
merry-thought.com,0,0,0,2,0,0,1,1,1,1,1,1,phishing
jmdpowertools.in,0,0,1,3,0,0,0,0,1,1,1,1,phishing
aottoim.com,0,0,1,5,0,0,0,0,0,0,1,0,phishing
fuentesfidedignas.com.mx,0,0,1,5,0,0,0,0,0,0,1,0,phishing
forms.office.com,0,0,1,2,0,0,0,0,0,0,1,0,phishing
mycarauctionad.com,0,0,0,1,0,0,0,0,1,1,1,1,phishing
getdocumentcheck.com,0,0,1,1,1,0,0,0,1,1,1,1,phishing
docs.google.com,0,0,1,5,0,0,0,0,0,0,1,0,phishing
pabloescobal.com,0,0,0,2,0,0,0,0,1,1,1,1,phishing
docs.google.com,0,0,1,5,0,0,0,0,0,0,1,0,phishing
use.ge,0,0,0,1,0,0,0,0,0,0,1,0,phishing
zbavit.live,0,0,0,1,0,0,0,0,1,1,1,1,phishing
docs.google.com,0,0,1,5,0,0,0,0,0,0,1,0,phishing
domamaropizzaria.com.br,0,0,1,6,0,0,0,0,1,1,1,1,phishing
docs.google.com,0,0,1,5,0,0,0,0,0,0,1,0,phishing
etecindsvc.com,0,0,0,1,0,0,0,0,0,0,1,0,phishing
forms.office.com,0,0,1,2,0,0,0,0,0,0,1,0,phishing
cheaproomsvalencia.com,0,0,1,5,0,0,0,0,1,1,1,1,phishing
storage.googleapis.com,0,1,1,3,0,0,1,0,0,0,1,0,phishing
mysait-my.sharepoint.com,0,0,1,5,0,0,1,1,0,0,1,0,phishing
t.co,0,0,0,1,0,0,1,0,1,1,1,1,phishing
storage.googleapis.com,0,0,1,2,0,0,0,0,0,0,1,0,phishing
osool-eg.com,0,0,1,5,0,0,0,1,0,0,1,0,phishing
secureadd.goshly.com,0,0,0,2,0,0,0,0,0,0,1,0,phishing
email302.com,0,0,1,6,0,0,0,0,1,1,1,1,phishing
dukhovnist.in.ua,0,0,0,2,0,0,0,0,0,0,1,0,phishing
r.assotlmc.com,0,0,1,3,0,0,0,0,0,0,1,0,phishing
kurortnoye.com.ua,0,1,1,3,0,0,0,0,1,1,1,1,phishing
cristianaradiofm.com,0,0,1,6,0,0,0,0,0,0,1,0,phishing
mskbs.com,0,0,1,6,0,0,0,0,1,1,1,1,phishing
hamt.jp,0,0,1,7,0,0,0,0,1,1,1,1,phishing
beneficio-fgts.online,0,0,0,1,0,0,0,1,1,1,1,1,phishing
bigoneall.blogspot.com,0,0,0,0,0,0,1,0,0,0,1,0,phishing
secure.runescape.rs-e.xyz,0,0,1,3,0,0,0,1,1,1,1,1,phishing
nordichairistanbul.com,0,0,1,3,0,0,0,0,1,1,1,1,phishing
jeffgallaghergolf.com,0,0,1,3,0,0,0,0,1,1,1,1,phishing
standbyyoucoaching.com,0,0,1,5,0,0,0,0,0,0,1,0,phishing
my-tee-shirt.com,0,0,0,1,0,0,1,1,0,0,1,0,phishing
272101.com,0,0,0,0,0,0,0,0,1,1,1,1,phishing
wallieget.com,0,0,0,3,0,0,1,0,1,1,1,1,phishing
aomrottami.it,0,1,1,2,0,0,0,0,1,1,1,1,phishing
wonderpillars.in,0,0,0,3,0,0,0,0,0,0,1,0,phishing
atendimento-sac-pg.joomla.com,0,0,0,2,0,0,0,1,1,1,1,1,phishing
esenmedia.com,0,0,1,4,0,0,0,0,1,1,1,1,phishing
178.159.36.172,0,0,1,5,0,0,0,0,1,1,1,1,phishing
la-biquetterie.com,0,0,0,1,0,0,0,1,0,0,1,0,phishing
ourtime.com.gofresh.com.pk,0,0,0,2,0,0,0,0,1,1,1,1,phishing
firebasestorage.googleapis.com,0,1,1,5,0,0,1,0,0,0,1,0,phishing
faridabadeducationcouncil.com,0,0,1,3,0,0,0,0,0,0,1,0,phishing
tpnm.info,0,0,0,3,0,0,0,0,1,1,1,1,phishing
sastaservices.com,0,0,1,2,0,0,0,0,1,1,1,1,phishing
cidadeweb.tv.br,0,0,1,2,0,0,0,0,1,1,1,1,phishing
verifica.n26.corporateportal.impostazionidati.com,0,0,1,5,0,0,0,0,1,1,1,1,phishing
esapcepro-org.com,0,0,1,4,0,0,0,1,1,1,1,1,phishing
innovaclean.ro,0,0,0,2,0,0,0,0,0,0,1,0,phishing
gbco.mobi,0,0,1,2,0,0,0,0,1,1,1,1,phishing
earlystickgraft.com,0,0,1,2,0,0,1,0,1,1,1,1,phishing
montagnalombardia.xyz,0,1,1,2,0,0,0,0,1,1,1,1,phishing
okulumda.com,0,0,1,2,0,0,0,0,0,0,1,0,phishing
cartetitolari.mps.it.id1998199.xyz,0,0,1,3,0,0,0,0,1,1,1,1,phishing
paxful.cam,0,0,0,1,0,0,0,0,1,1,1,1,phishing
update.troyvanspanje.com,0,0,1,1,0,0,0,0,1,1,1,1,phishing
studiogiardasrls.it,0,0,1,3,0,0,0,0,0,0,1,0,phishing
vertulounge.com,0,0,0,2,0,0,0,0,1,1,1,1,phishing
therockacc.org,0,0,1,4,0,0,0,0,0,0,1,0,phishing
michelleconnollylpc.com,0,0,1,4,0,0,0,0,0,0,1,0,phishing
t.co,0,0,0,1,0,0,1,0,1,1,1,1,phishing
docs.google.com,0,0,1,5,0,0,0,0,0,0,1,0,phishing
krovstvo-tesarstvo.si,0,0,0,2,0,0,0,1,1,1,1,1,phishing
cheaproomsvalencia.com,0,0,1,5,0,0,0,0,1,1,1,1,phishing
rendaorganica.com.br,0,0,0,1,0,0,0,0,1,1,1,1,phishing
securecuserver.co.uk,0,0,1,3,0,0,0,0,1,1,1,1,phishing
forms.gle,0,0,0,1,0,0,0,0,0,0,1,0,phishing
jokes4ever.com,0,0,1,2,0,0,0,0,1,1,1,1,phishing
secure.runescape.com-zx.ru,0,0,1,2,0,0,0,1,1,1,1,1,phishing
acessotaucard.com,0,0,1,4,0,0,0,0,1,1,1,1,phishing
hmhealthcare.in,0,0,1,5,0,0,0,0,1,1,1,1,phishing
bit.ly,0,0,0,1,0,0,1,0,1,1,1,1,phishing
eostechnologies.net,0,0,1,3,0,0,0,0,1,1,1,1,phishing
lucidfestival.com,0,0,1,6,0,0,0,0,1,1,1,1,phishing
elearningytecnologia.com,0,1,1,3,0,0,0,0,1,1,1,1,phishing
liderfmtocos.website.radio.br,0,0,1,7,0,0,0,0,1,1,1,1,phishing
steamcomnunityy.ga,0,0,0,0,0,0,0,0,1,1,1,1,phishing
viccats.camcam.dns-cloud.net,0,0,1,3,0,0,0,1,1,1,1,1,phishing
cns-international2.com,0,0,0,1,0,0,0,1,1,1,1,1,phishing
mereliverystables.com,0,0,1,4,0,0,0,0,1,1,1,1,phishing
courgeon-immobilier.fr,0,0,1,6,0,0,0,1,0,0,1,0,phishing
mintandchopsticks.com,0,0,1,9,0,0,0,0,1,0,1,0,phishing
willingcartworthsupplies.com,0,0,1,2,0,0,0,0,1,1,1,1,phishing
waikowhaiauto.co.nz,0,0,0,1,0,0,0,0,1,1,1,1,phishing
lagelijundiai.com.br,0,0,0,2,0,0,0,0,1,1,1,1,phishing
sanjilkumar.com,0,0,0,3,0,0,0,0,1,1,1,1,phishing
olariacassiel.com.br,0,0,1,4,0,0,0,0,0,0,1,0,phishing
equinsight.com,0,0,0,2,0,0,1,0,0,0,1,0,phishing
vicariapastoralgdl.org,0,0,1,5,0,0,0,0,1,1,1,1,phishing
185.151.204.9,0,0,0,1,0,0,0,0,0,0,1,0,phishing
thanhlytot.com,0,0,0,3,0,0,1,0,0,0,1,0,phishing
hrweb99.com,0,0,0,4,0,0,0,0,0,0,1,0,phishing
maticcoupon.com,0,0,1,6,0,0,0,0,1,1,1,1,phishing
pd-iskra-lj.si,0,0,1,3,0,0,0,1,0,0,1,0,phishing
